27586527,highway,residential,
27639663,name,Praça Nossa Senhora do Brasil,
27639663,horse,no,
27639663,oneway,yes,
27639663,highway,service,
27639663,surface,asphalt,
27679665,name,Rua Escobar Ortiz,
27679665,highway,residential,
27747933,name,Rua Maria de Lourdes,
27747933,highway,residential,
27747933,surface,asphalt,
27796768,name,Rua Gabrielle D'Annunzio,
27796768,highway,residential,
27840875,name,Avenida Luís Martins de Araújo,
27840875,highway,residential,
27951278,highway,unclassified,
27951278,name,Avenida Santo Amaro,
27951278,oneway,yes,
27951278,surface,asphalt,
27952546,name,Rua Professor Leme da Fonseca,
27952546,oneway,yes,
27952546,highway,residential,
27952546,surface,asphalt,
28071785,name,Rua Bourbon,
28071785,oneway,no,
28071785,highway,residential,
28477817,highway,residential,
28477817,name,Rua Teixeira e Souza,
28477817,surface,asphalt,
28788368,name,Rua Gonçalo Pinto,
28788368,highway,residential,
28885534,gauge,1600,
28885534,layer,1,
28885534,bridge,yes,
28885534,railway,rail,
28898195,gauge,1600,
28898195,passenger_lines,2,
28898195,railway,rail,
28898195,usage,main,
28910467,name,Santos,
28910467,height,9,
28910467,source,Bing,
28910467,railway,station,
28910467,building,transportation,
29469478,name,Rua Attílio Ferreti,
29469478,highway,residential,
29911491,highway,residential,
30081274,name,Rua Itanhandu,
30081274,highway,residential,
30409551,name,Rua Daniel Paulo Nasser,
30409551,highway,residential,
30415534,oneway,yes,
30415534,highway,motorway_link,
30437677,oneway,no,
30437677,highway,motorway_link,
30502412,oneway,yes,
30502412,highway,tertiary,
30502412,surface,asphalt,
31387358,name,Rua Linda Lucotti,
31387358,oneway,yes,
31387358,highway,residential,
31387358,surface,asphalt,
31824261,name,Rua Cabo Diogo Oliver,
31824261,lanes,2,
31824261,source,Yahoo,
31824261,highway,tertiary,
31824261,surface,asphalt,
31826682,source,Yahoo,
31826682,highway,residential,
31852607,oneway,yes,
31852607,source,Yahoo,
31852607,highway,tertiary,
31852607,surface,asphalt,
31855429,source,Yahoo,
31855429,highway,residential,
31858327,source,Yahoo,
31858327,highway,residential,
31865145,source,Yahoo,
31865145,highway,residential,
31888099,name,Rua Jóia,
31888099,source,Yahoo,
31888099,highway,residential,
31893644,source,Yahoo,
31893644,highway,residential,
31898895,source,Yahoo,
31898895,highway,residential,
31902254,source,Yahoo,
31902254,highway,residential,
31909294,source,Yahoo,
31909294,highway,residential,
31951226,name,Rua Valmet,
31951226,source,Yahoo,
31951226,highway,residential,
31953174,source,Yahoo,
31953174,highway,residential,
31956852,source,Yahoo,
31956852,highway,residential,
31957956,highway,residential,
31957956,name,Rua Santo Antero,
31957956,oneway,no,
31957956,surface,paved,
31963364,name,Rua Benedito Martins de Mello,
31963364,oneway,no,
31963364,source,Yahoo,
31963364,highway,residential,
31974372,source,Yahoo,
31974372,highway,unclassified,
32000918,ref,SP-066,
32000918,name,Rua Prudente de Moraes,
32000918,lanes,2,
32000918,oneway,yes,
32000918,source,Yahoo,
32000918,highway,primary,
32000918,surface,asphalt,
32000918,maxspeed,60,
32110101,bicycle,no,
32110101,highway,primary_link,
32110101,horse,no,
32110101,maxspeed,40,
32110101,oneway,no,
32110101,surface,asphalt,
32263383,name,Rua Emílio Ribas,
32263383,highway,residential,
32343721,highway,unclassified,
32477903,name,Rua Pedro Américo,
32477903,highway,residential,
32562843,highway,residential,
32562843,surface,unpaved,
32574594,name,Rua Londrina,
32574594,horse,no,
32574594,highway,residential,
32574594,surface,asphalt,
32699141,name,Rua Tomé de Souza,
32699141,oneway,no,
32699141,highway,residential,
32821294,highway,residential,
32931995,highway,residential,
32931995,name,Rua Voltaire,
33798247,name,Praça Rolândia,
33798247,oneway,yes,
33798247,highway,residential,
33998948,name,Rua Padre Musa Tuma,
33998948,highway,residential,
33998948,surface,asphalt,
33998948,surface,survey,source
34317133,name,Instituto de Química,
34317133,phone,+55 11 3815 3257,
34317133,amenity,college,
34317133,en,Institute of Chemistry,name
34317133,operator,Universidade de São Paulo,
34317133,city,São Paulo,addr
34317133,wikipedia,pt:Instituto de Química da Universidade de São Paulo,
34317133,short_name,IQUSP,
34317133,street,Avenida Professor Lineu Prestes,addr
34317133,postcode,05508-000,addr
34317133,phone,+55 11 3091 3839,contact
34317133,website,http://www.iq.usp.br,contact
34317133,housenumber,748,addr
34439036,name,Rua Amadeu,
34439036,highway,residential,
34439036,surface,asphalt,
34897419,highway,residential,
34897419,name,Rua Traituba,
34897419,surface,asphalt,
35265722,highway,tertiary,
35265722,name,Rua Padre Marchetti,
35265722,oneway,yes,
35265722,surface,asphalt,
35265722,trolley_wire,yes,
35472695,name,Rua Luminárias,
35472695,oneway,yes,
35472695,highway,residential,
35472695,surface,asphalt,
37089327,name,Rua Arapuã,
37089327,oneway,yes,
37089327,highway,secondary,
37089327,surface,paved,
37253218,name,Rua José Fernandes Torres,
37253218,oneway,yes,
37253218,highway,residential,
37253218,surface,paved,
37340137,name,Calçada das Palmas,
37340137,highway,service,
37395863,name,Rua Guaranésia,
37395863,oneway,yes,
37395863,highway,residential,
37395863,surface,asphalt,
37432297,bridge,viaduct,
37432297,foot,no,
37432297,highway,trunk,
37432297,layer,2,
37432297,name,Viaduto Grande São Paulo,
37432297,oneway,yes,
37432297,surface,asphalt,
37432297,wikipedia,pt:Viaduto Grande São Paulo,
37578659,name,Rua Doutor Lauro Parente,
37578659,highway,residential,
37916461,name,Rua Torquato Neto,
37916461,highway,residential,
37916461,surface,asphalt,
37923491,highway,residential,
37923491,name,Rua James Holland,
37923491,oneway,yes,
37923491,surface,asphalt,
38000361,name,Walmart,
38000361,shop,supermarket,
38000361,building,yes,
38000361,city,Barueri,addr
38000361,street,Alameda Araguaia,addr
38000361,housenumber,2751,addr
38199627,layer,-1,
38199627,amenity,parking,
38360305,name,Rua Xerentes,
38360305,highway,residential,
38385243,name,Rua Noêmia,
38385243,highway,residential,
38536713,name,Rua Nanuque,
38536713,highway,residential,
38628465,name,Rua Baronesa de Itu,
38628465,oneway,yes,
38628465,highway,residential,
38628465,surface,asphalt,
38709149,foot,yes,
38709149,name,Rua Alta Floresta,
38709149,oneway,yes,
38709149,bicycle,yes,
38709149,highway,residential,
38709149,surface,asphalt,
38738775,name,Rua Doutor Nicolau de Sousa Queirós,
38738775,highway,residential,
38738775,surface,asphalt,
38881341,name,Rua Afonso Arinos,
38881341,lanes,2,
38881341,oneway,yes,
38881341,highway,tertiary,
38881341,surface,asphalt,
38881341,maxspeed,40,
38891429,name,Rua Candiá,
38891429,oneway,no,
38891429,highway,residential,
38891429,surface,asphalt,
38893295,name,Rua Analandia,
38893295,oneway,yes,
38893295,highway,residential,
38893295,surface,asphalt,
38896041,foot,yes,
38896041,name,Rua Coronel Antônio Ferraz,
38896041,highway,residential,
38896041,surface,asphalt,
38896041,maxspeed,30,
38937637,highway,residential,
38937637,name,Rua João Colaneri,
38937637,oneway,no,
38937637,surface,paved,
39013745,name,Rua Berlioz,
39013745,oneway,yes,
39013745,highway,residential,
39013745,surface,asphalt,
39045524,name,Rua Doutor Luís Augusto de Queirós Aranha,
39045524,highway,residential,
39045524,surface,asphalt,
39049638,highway,residential,
39049638,name,Rua Montezuma,
39077894,name,Rua Macapá,
39077894,highway,residential,
39077894,surface,asphalt,
39117750,name,Rua Alfredo Martins,
39117750,highway,residential,
39121234,name,Rua Dom Bernardo Nogueira,
39121234,oneway,yes,
39121234,highway,residential,
39121234,surface,asphalt,
39123604,name,Rua Maria Celina,
39123604,highway,residential,
39123604,surface,asphalt,
39146466,name,Rua França Junior,
39146466,highway,residential,
39152983,name,Rua Francesco Dai Libri,
39152983,highway,residential,
39238749,railway,rail,
39238749,service,spur,
39239763,oneway,yes,
39239763,highway,service,
39239763,service,driveway,
40271216,highway,residential,
40787714,name,Avenida Tucuruvi,
40787714,lanes,2,
40787714,oneway,yes,
40787714,highway,secondary,
40787714,surface,asphalt,
41374410,name,Rua Elias Gannam,
41374410,highway,residential,
41374410,surface,asphalt,
41494069,name,Rua Custódio de Mendonça,
41494069,oneway,no,
41494069,highway,residential,
41494069,surface,asphalt,
41655587,highway,tertiary,
41655587,name,Rua Paulo Goncalves,
41655587,oneway,no,
41655587,surface,asphalt,
42389108,name,Estrada do Corta Rabicho,
42389108,highway,tertiary,
42588120,name,Rua Olinda,
42588120,highway,residential,
42730525,name,Rua Trinta de Outubro,
42730525,highway,residential,
42730525,surface,asphalt,
42730525,alt_name,Rua 30 de Outubro,
42741395,name,Rua Ataliba Reis,
42741395,highway,residential,
42741395,surface,asphalt,
42764831,name,Rua Madagascar,
42764831,highway,residential,
42764831,surface,asphalt,
42845496,source,IBGE,
42846677,source,IBGE,
42964204,name,Viela Um,
42964204,highway,service,
42964204,service,alley,
42964204,alt_name,Viela 1,
43042482,highway,residential,
43042482,name,Rua Ana Nery,
43475421,name,Viela Dois,
43475421,highway,service,
43475421,service,alley,
43475421,alt_name,Viela 2,
43549576,name,Rua Mackenzie,
43549576,highway,residential,
43737993,name,Viela Um,
43737993,highway,residential,
43737993,surface,asphalt,
43737993,alt_name,Viela 1,
43746321,highway,residential,
43955565,name,Rua João Leme do Prado,
43955565,highway,residential,
44099857,name,Rua Antônio Lindoro da silva,
44099857,source,"source:geometry=""Bing"" + source:name=""IBGE""",
44099857,highway,residential,
44099857,surface,asphalt,
44815128,highway,residential,
44815128,name,Rua Martins,
44815128,surface,paved,
45792632,name,Rua Giambatista Vico,
45792632,highway,residential,
45792632,surface,asphalt,
46891874,name,Rua Líbero Badaró,
46891874,lanes,2,
46891874,oneway,yes,
46891874,bicycle,designated,
46891874,highway,secondary,
46891874,surface,asphalt,
46891874,maxspeed,40,
46891874,trolley_wire,yes,
46891874,left,lane,cycleway
47198870,name,Rua Amparo,
47198870,lanes,2,
47198870,oneway,yes,
47198870,highway,tertiary,
47198870,surface,asphalt,
48139956,name,Rua Joaquim Neves Monteiro,
48139956,highway,residential,
48139956,surface,asphalt,
48458023,name,Avenida Eleonor Roosevelt,
48458023,oneway,yes,
48458023,highway,tertiary,
48464995,name,Rua Princesa Isabel,
48464995,oneway,yes,
48464995,source,Bing;IBGE,
48464995,highway,residential,
48490972,name,Rua Castro Alves,
48490972,oneway,yes,
48490972,source,Bing;IBGE,
48490972,highway,residential,
48517578,bicycle,yes,
48517578,highway,footway,
48800158,leisure,park,
48800158,name,Praça Maria Cândida Freitas de Oliveira,
49324351,name,Rio Catarina Morães,
49324351,waterway,stream,
49670746,oneway,yes,
49670746,source,Yahoo,
49670746,highway,motorway_link,
49670746,surface,asphalt,
49670746,maxspeed,40,
49733711,source,Yahoo,
49733711,building,yes,
50760928,bus,yes,
50760928,access,no,
50760928,oneway,yes,
50760928,highway,service,
50760928,surface,concrete,
51041615,name,Rua Maria Rita Souza Brito Lopes Pontes,
51041615,highway,residential,
51055139,highway,unclassified,
51086932,highway,residential,
51086932,name,Rua Doutor Carlos Nehrhing,
51086932,oneway,yes,
51382022,name,Avenida Nadir Teresa Esteves,
51382022,highway,residential,
51747849,name,Rua José Mâximo Ferreira,
51747849,highway,residential,
51783073,name,Rua Arnoldo Baldoino Welter,
51783073,highway,residential,
51800851,name,Rua Ernesto Teotônio,
51800851,highway,residential,
51800851,surface,asphalt,
51856038,oneway,yes,
51856038,highway,residential,
51998975,name,Avenida Pastor Cícero Canuto de Lima,
51998975,highway,secondary,
51998975,surface,asphalt,
52010460,highway,residential,
52010460,name,Rua Carmosina de Freitas Abreu,
52029528,oneway,yes,
52029528,highway,residential,
52029528,surface,paved,
52049520,name,Rua Henrique Carnicelli,
52049520,oneway,no,
52049520,highway,residential,
52049520,surface,paved,
52093079,highway,residential,
52093079,surface,paved,
52463845,name,Rua Amarais,
52463845,oneway,no,
52463845,highway,residential,
52463845,surface,paved,
52533006,name,Rua Abdo Salém,
52533006,oneway,yes,
52533006,highway,residential,
52533006,surface,paved,
53609512,name,Rua Bonifácio José Rocha,
53609512,oneway,yes,
53609512,highway,residential,
53823777,name,Rua Clóvis de Sá e Benevides,
53823777,oneway,yes,
53823777,highway,residential,
54044508,name,Avenida Rodrigues Alves,
54044508,horse,no,
54044508,highway,residential,
54044508,surface,asphalt,
54044508,maxspeed,40,
54865001,name,Rua Aquiles Varejão,
54865001,oneway,no,
54865001,source,Yahoo,
54865001,highway,residential,
54865001,surface,paved,
56202902,source,Yahoo,
56202902,bicycle,yes,
56202902,highway,footway,
58677110,name,Avenida Felipe Carrillo Puerto,
58677110,lanes,2,
58677110,oneway,yes,
58677110,highway,residential,
59432874,name,Rua José Bauman,
59432874,oneway,yes,
59432874,highway,residential,
59432874,surface,asphalt,
60712847,highway,residential,
61132875,oneway,yes,
61132875,highway,residential,
62302134,area,yes,
62302134,name,Praça das Margaridas,
62302134,highway,pedestrian,
66158642,name,Avenida Aristóteles Costa Pinto,
66158642,highway,tertiary,
66408519,name,Rua José Firmino Tiacci,
66408519,highway,residential,
66408519,surface,asphalt,
66867481,name,Rua Joaquim Antônio Alves Rua Eurico Dias Batista,
66867481,highway,residential,
67120119,name,Rua Montenópolis,
67120119,highway,residential,
67136758,boat,no,
67136758,waterway,stream,
67197378,name,Rua Konrad Werner,
67197378,highway,residential,
67328761,name,Viela Dezoito,
67328761,highway,service,
67328761,service,alley,
67328761,alt_name,Viela 18,
67438650,highway,residential,
67557735,boat,no,
67557735,waterway,stream,
67741285,name,Rua Cafedonia,
67741285,highway,residential,
68232726,name,Rua dos Navegantes,
68232726,highway,residential,
68280085,highway,residential,
68280085,name,Rua Heitor de Morais,
69415230,bicycle,yes,
69415230,foot,yes,
69415230,highway,primary,
69415230,horse,no,
69415230,lanes,3,
69415230,layer,1,
69415230,name,Viaduto Almirante Delamare,
69415230,oneway,yes,
69415230,surface,concrete,
69502156,name,Rua Jannart Moutinho Ribeiro,
69502156,highway,residential,
69502156,maxspeed,30,
69618312,name,Rua Francisco Rebelo,
69618312,lanes,2,
69618312,oneway,no,
69618312,highway,tertiary,
69618312,surface,asphalt,
71491449,name,Rua Domingos da Silva Bueno,
71491449,highway,residential,
72767325,foot,yes,
72767325,name,Avenida Nove de Julho,
72767325,lanes,2,
72767325,oneway,yes,
72767325,highway,primary,
72767325,surface,asphalt,
72767325,maxspeed,50,
74172101,name,Rua Stelio Machado Loureiro,
74172101,horse,no,
74172101,oneway,yes,
74172101,highway,residential,
74172101,surface,asphalt,
74172101,maxspeed,40,
75437892,alt_name,Rua Visc. de Parnaíba,
75437892,highway,residential,
75437892,name,Rua Visconde de Parnaíba,
75437892,noexit,yes,
75899946,name,Rua Bruno Lincoln Fuchs,
75899946,highway,residential,
75963319,name,Rua Palamedes,
75963319,highway,residential,
76437061,highway,residential,
77162718,name,Avenida Tarsila do Amaral,
77162718,access,private,
77162718,oneway,no,
77162718,highway,residential,
77443108,name,Rua Camberra,
77443108,oneway,yes,
77443108,highway,residential,
77443108,surface,paved,
78075165,highway,residential,
78075165,oneway,yes,
78171844,name,Praça Joanópolis,
78171844,highway,residential,
79166966,highway,residential,
79166966,name,Rua Aldo de Azevedo,
79166966,surface,asphalt,
79394814,name,Avenida Guilherme Mankel,
79394814,lanes,2,
79394814,highway,tertiary,
79394814,surface,asphalt,
79436049,highway,steps,
79658953,highway,residential,
79658953,name,Rua Pico della Mirandola,
79695635,name,Rua Carlos Isidoro Amodeo,
79695635,highway,residential,
79788026,name,Rua Juarana,
79788026,oneway,no,
79788026,highway,residential,
79793817,name,Rua Marina Lemos de Abreu,
79793817,oneway,yes,
79793817,highway,residential,
79793817,surface,paved,
80067591,name,Rua Professor Belford Roxo,
80067591,oneway,no,
80067591,highway,residential,
80104749,name,Domingos Giglio,
80104749,oneway,no,
80104749,highway,residential,
80150842,highway,residential,
80150842,name,Rua Sarabatana,
80180088,name,Rua Maria Sampaio,
80180088,highway,residential,
80213676,name,Rua Povoado do Rio Novo,
80213676,highway,residential,
80213676,surface,asphalt,
80416088,name,Rua João Alves Ferreira,
80416088,highway,residential,
80564919,name,Rua José Mendes Leal,
80564919,oneway,no,
80564919,highway,residential,
80671277,name,Rua Doutor Otavio Lobo,
80671277,highway,residential,
80827873,highway,residential,
80829817,highway,residential,
81797894,highway,unclassified,
81797894,name,Avenida Lauro de Gusmão Silveira,
81797894,oneway,yes,
81797894,surface,asphalt,
82004710,name,R. Rio de Janeiro,
82004710,highway,unclassified,
82161134,name,Alameda Quartzo,
82161134,highway,residential,
83346114,ref,SP-066,
83346114,name,Rodovia Geraldo Scavone,
83346114,oneway,yes,
83346114,highway,secondary,
83957190,highway,residential,
85901886,name,Rua Augusto Montenegro,
85901886,highway,residential,
85901886,surface,asphalt,
86316051,name,Rua Frei Gáspar de Deus,
86316051,highway,residential,
86316051,surface,asphalt,
87326066,highway,residential,
87447103,name,Rua Mariana da Baviera,
87447103,highway,residential,
89383457,name,Rua Doutor Armando Fajardo,
89383457,highway,residential,
89484452,highway,residential,
89752179,name,Rua Pedro Hispano,
89752179,highway,residential,
89752179,surface,asphalt,
89903636,name,Rua São Roque,
89903636,highway,residential,
89903636,surface,asphalt,
90213612,highway,residential,
90438813,name,Rua José Luis de Oliveira,
90438813,highway,residential,
90458031,name,Praça José Moreira,
90458031,oneway,yes,
90458031,highway,residential,
91687982,oneway,yes,
91687982,highway,tertiary_link,
91687982,surface,asphalt,
91998243,name,Rua Gustavo Bacarivas,
91998243,highway,residential,
92190304,name,Rua Antropologia,
92190304,highway,residential,
92272969,highway,residential,
92449125,highway,residential,
92741056,name,Rua Marechal Floriano Peixoto,
92741056,highway,residential,
92986535,name,Praça Marquês de Nazaré,
92986535,leisure,park,
93104119,name,Rua Ascânio,
93104119,highway,residential,
93104119,surface,asphalt,
93104119,maxspeed,20,
93158505,name,Rua Caxias do Sul,
93158505,oneway,no,
93158505,highway,residential,
93158505,surface,paved,
93228318,name,Rua Indaiá,
93228318,oneway,yes,
93228318,highway,residential,
93250691,name,Rua Novo Acordo,
93250691,oneway,no,
93250691,highway,residential,
93250691,surface,paved,
93289111,name,Avenida Abilene,
93289111,oneway,yes,
93289111,highway,secondary,
93289111,surface,paved,
93289111,left,lane,cycleway
93412288,highway,residential,
93538571,natural,water,
93670255,name,Rua 10,
93670255,highway,residential,
93893758,waterway,stream,
93995094,waterway,stream,
94021158,name,Rua Mogi-Mirim,
94021158,highway,residential,
94237220,name,Rua José de Azevedo Marques,
94237220,highway,residential,
94237220,surface,asphalt,
94307751,name,Travessa Maria da Conceição Maia,
94307751,highway,residential,
94307751,surface,asphalt,
94326653,highway,residential,
94347990,name,Rua Doutor Cesário Mota,
94347990,oneway,yes,
94347990,highway,residential,
94347990,surface,asphalt,
94391803,highway,residential,
94518961,name,Rua Penedo,
94518961,highway,residential,
94518961,surface,asphalt,
94668745,name,Passagem Fábio Licínio,
94668745,highway,service,
94668745,surface,asphalt,
94820732,name,Rua Cidade de Ribeirão Pires,
94820732,highway,residential,
94852858,name,Rua Mearim,
94852858,highway,residential,
95460988,highway,residential,
95460988,junction,roundabout,
95476049,name,Travessa Guido Bianco,
95476049,highway,service,
95493093,name,Rua Guilherme Rehder,
95493093,highway,residential,
95557357,name,Rua Angelina Vieira Frank,
95557357,highway,residential,
95781786,fixme,noname,
95781786,highway,residential,
95920672,name,Rua João Manuel Clemente,
95920672,highway,residential,
95920672,surface,asphalt,
95951431,name,Rua Teodoro Cabral,
95951431,highway,residential,
95994310,oneway,yes,
95994310,highway,trunk_link,
95994310,surface,asphalt,
95994310,maxspeed,70,
95994438,name,Rua João M. Bertanha,
95994438,highway,residential,
96124486,name,Rua Doutor Roberto Moreira,
96124486,source,Bing,
96124486,highway,residential,
96463594,name,Rua Interlúdio,
96463594,highway,residential,
99810940,name,Rua Milton Pinto,
99810940,highway,residential,
100298010,name,Canal Acaraú,
100298010,waterway,stream,
103496354,highway,secondary,
104081797,name,Rua Bartolomeu de Gusmão,
104081797,oneway,yes,
104081797,highway,residential,
104081797,surface,asphalt,
104224213,highway,service,
104224213,oneway,yes,
104224213,service,driveway,
104224213,surface,asphalt,
104683064,name,Rua Guilherme Vaz Pinto,
104683064,highway,residential,
104845573,name,Rua Arcelina Teixeira da Silva,
104845573,oneway,yes,
104845573,highway,secondary,
104845573,surface,asphalt,
105333855,name,Rua Piqueceri,
105333855,highway,residential,
105333855,surface,asphalt,
105497987,name,Rua Sengês,
105497987,highway,residential,
105497987,surface,asphalt,
106986774,ref,SP-023,
106986774,name,Estrada do Governo,
106986774,oneway,yes,
106986774,highway,secondary,
107157703,name,Rua Faliero Del Debio,
107157703,highway,residential,
108358683,highway,residential,
108358683,name,Rua Galvão Bueno,
108358683,oneway,yes,
108358683,surface,asphalt,
109739623,name,Rua Duarte da Costa,
109739623,highway,residential,
109828153,highway,residential,
109884850,name,Rua Umutina,
109884850,highway,residential,
110050812,name,Rua João Pires de Camargo,
110050812,oneway,no,
110050812,highway,residential,
110050812,maxspeed,30,
110050812,postal_code,06790240,
110050812,district,Jardim Mirna,addr
110166133,name,Rua Otacília da Luz Brasil,
110166133,highway,residential,
110576910,name,Rua Míchel Alca,
110576910,highway,residential,
111015510,name,Rua Mário Augusto do Carmo,
111015510,oneway,yes,
111015510,highway,residential,
111015510,surface,asphalt,
111048257,name,Rua Doutor Jaci Barbosa,
111048257,oneway,no,
111048257,highway,residential,
111048257,surface,paved,
111178283,name,Estreito do Morro dos Barbosas,
111178283,waterway,river,
111244525,name,Rua Ibéria,
111244525,highway,residential,
111409279,name,Rua dos Feltrins,
111409279,horse,no,
111409279,lanes,2,
111409279,oneway,no,
111409279,highway,tertiary,
111409279,surface,asphalt,
111427124,highway,residential,
111475092,name,Rua das Framboesas,
111475092,highway,residential,
111475092,surface,asphalt,
111475194,name,Rua Leite Furtado,
111475194,highway,residential,
111475194,surface,asphalt,
111635116,leisure,pitch,
111663907,name,Rua Tanajuri,
111663907,highway,residential,
111875405,highway,tertiary,
111875405,lanes,2,
111875405,name,Avenida Custódio de Sá e Faria,
111875405,oneway,yes,
111875405,surface,asphalt,
111889003,highway,residential,
111889003,name,Rua Antônio de Castilho,
112089171,building,yes,
112353144,name,Travessa Nevada,
112353144,highway,service,
112413223,name,Carrefour,
112413223,shop,supermarket,
112413223,building,yes,
112413223,operator,Carrefour,
112414385,highway,residential,
112545365,oneway,yes,
